name,glycemic_index,carbohydrates,fiber,protein,fat,processing_level,serving_size_grams
andouille sausage baked,14,1.5,0.0,17.6,27.6,processed,78
rutabaga root vegetable pickled,37,11.4,3.1,0.8,0.1,whole,119
chia seed unsalted,14,15.5,31.2,19.1,48.5,minimally_processed,26
berry smoothie,35,21.9,5.5,9.7,1.3,processed,257
earl grey tea unsweetened,25,5.5,0.0,0.2,0.0,minimally_processed,221
broccoli cruciferous pickled,13,4.1,2.3,2.1,0.3,whole,88
butternut squash pickled,34,5.4,1.9,1.4,0.3,whole,116
lima bean canned,39,21.5,7.5,8.8,0.6,minimally_processed,176
collard greens leafy green boiled,13,2.2,2.3,3.1,0.5,whole,29
firm tofu fried,3,1.6,1.3,11.7,5.1,processed,109
tenderloin beef grilled,0,0.0,0.0,23.3,13.5,minimally_processed,107
ciabatta bread stale,71,49.0,3.6,13.8,2.5,processed,28
kabocha squash sauteed,33,3.6,1.0,1.9,0.1,whole,115
grape juice fresh,53,10.6,0.1,0.7,0.1,processed,259
white tea hot,2,0.2,0.0,0.4,0.0,minimally_processed,238
oysters seafood braised,0,2.2,0.0,20.3,1.2,minimally_processed,107
italian sausage smoked,14,4.7,0.0,16.2,33.0,processed,89
spinach dip,29,10.3,1.8,4.0,23.4,processed,31
red rice cooked,107,29.9,1.5,3.4,0.4,processed,143
bell orange pepper steamed,20,4.8,2.4,1.4,0.2,whole,141
on cob corn grilled,55,19.5,2.3,3.8,1.1,processed,146
maitake mushroom roasted,20,3.6,1.4,2.7,0.4,whole,74
brussels sprouts cruciferous grilled,19,5.6,2.1,2.1,0.4,whole,90
cremini mushroom pickled,18,3.6,1.9,2.8,0.4,whole,74
mung bean refried,36,22.3,8.6,10.0,1.0,minimally_processed,161
tilapia fish smoked,0,0.0,0.0,19.7,14.7,minimally_processed,102
green lentil canned,31,18.7,9.3,8.6,0.5,minimally_processed,209
herbal tea sweetened,2,6.1,0.0,0.1,0.0,minimally_processed,247
pine nut,16,16.1,4.1,24.2,63.9,minimally_processed,28
scallion onion boiled,20,8.3,2.5,1.4,0.1,whole,175
pineapple tropical fruit,68,13.6,2.7,0.7,0.4,whole,158
gala apple pureed,32,15.0,2.8,0.4,0.3,whole,187
tzatziki dip,27,10.7,1.1,3.8,23.1,processed,28
black tea hot,19,6.4,0.0,0.2,0.0,minimally_processed,256
scallion onion pureed,13,8.9,2.4,1.3,0.2,whole,171
chicken sandwich wrap,46,43.8,2.1,24.5,23.5,processed,141
buckwheat pancake plain,56,54.8,3.6,11.8,9.7,processed,76
gala apple juiced,37,15.5,2.6,0.2,0.2,whole,180
kohlrabi cruciferous pureed,15,4.1,3.4,2.7,0.4,whole,89
chocolate energy bar,53,63.3,7.1,22.7,19.5,processed,56
sushi rice cooked,93,29.0,2.1,2.6,0.5,processed,162
cod fish pan-seared,0,0.0,0.0,28.0,0.6,minimally_processed,93
granola cereal dry,90,63.5,13.3,15.0,7.7,ultra_processed,30
sweet corn cooked,60,20.7,2.2,3.6,1.5,processed,138
shiitake mushroom sauteed,14,2.8,2.0,2.7,0.3,whole,74
spaghetti squash pureed,26,8.6,1.3,1.1,0.1,whole,112
bacon pork pan-seared,0,0.3,0.0,22.6,18.3,processed,102
sweet potato fried,50,22.5,2.5,2.7,14.7,processed,164
brown lentil cooked,34,20.0,8.7,9.5,0.3,minimally_processed,202
blueberry berry,25,10.7,5.7,0.7,0.6,whole,149
kale leafy green pickled,15,2.5,2.5,1.8,0.4,whole,29
mussels seafood poached,0,1.7,0.0,21.9,1.2,minimally_processed,109
roma tomato canned,19,3.8,1.2,1.0,0.1,processed,175
tuna sandwich on wheat,51,42.9,4.0,27.8,29.1,processed,146
veggie omelette,2,2.9,0.5,13.5,15.3,minimally_processed,109
naan bread fresh,68,45.4,6.3,13.5,2.7,processed,27
mango dried fruit,65,75.1,8.1,2.6,0.9,processed,36
sausage pork baked,0,1.4,0.0,25.0,22.3,minimally_processed,101
sugar cookie,64,63.9,1.5,7.2,23.3,ultra_processed,26
deli turkey stewed,0,0.3,0.0,25.2,7.1,minimally_processed,107
serrano pepper sauteed,15,6.2,2.5,1.2,0.4,whole,142
red rice steamed,53,28.0,0.9,3.1,0.6,processed,146
nectarine stone fruit,36,10.8,1.9,0.8,0.2,whole,140
shrimp seafood stewed,0,2.2,0.0,19.1,1.9,minimally_processed,103
cheese pizza regular crust,67,29.9,3.2,15.3,14.7,processed,108
yellow banana dried,55,24.7,3.2,1.4,0.4,whole,119
arugula leafy green,14,3.4,2.7,2.1,0.4,whole,28
red potato fried,86,22.8,2.5,1.7,5.7,whole,154
macadamia nut salted,22,17.2,5.5,20.0,63.1,minimally_processed,25
kernels corn cooked,57,21.3,2.8,3.4,1.4,processed,132
vegetable fried rice brown rice,55,40.2,1.9,14.5,12.7,processed,252
fava bean refried,37,25.9,9.1,8.2,1.0,minimally_processed,182
pasta salad with dressing,22,14.0,3.5,10.7,13.8,processed,157
rotisserie chicken poached,0,0.0,0.0,23.7,8.0,minimally_processed,105
yolk egg,0,1.3,0.0,12.8,10.8,minimally_processed,53
bell yellow pepper roasted,10,6.3,2.3,1.1,0.4,whole,136
apricot stone fruit dried,37,11.7,2.5,1.1,0.3,whole,155
bacon pork baked,0,0.4,0.0,24.6,28.1,processed,105
plain croissant,59,49.6,2.9,10.2,20.3,processed,52
brussels sprouts cruciferous pureed,11,5.7,2.7,3.4,0.3,whole,83
sirloin beef pan-seared,0,0.0,0.0,22.0,14.0,minimally_processed,103
california sushi roll with brown rice,55,36.2,2.1,10.6,3.6,processed,107
oyster mushroom boiled,18,2.8,1.2,3.0,0.2,whole,66
roast beef smoked,0,0.0,0.0,21.0,16.0,minimally_processed,95
thigh chicken grilled,0,0.0,0.0,29.1,11.2,minimally_processed,90
prune juice from concentrate,50,10.3,0.4,1.0,0.0,processed,244
sunflower seed roasted,3,7.8,8.5,21.6,42.0,minimally_processed,29
shallot onion,20,8.7,2.2,1.4,0.1,whole,151
oat energy bar,46,47.4,4.4,18.1,13.6,processed,55
papaya tropical fruit dried,45,15.1,2.3,1.2,0.4,whole,146
red onion steamed,14,9.8,1.7,1.2,0.2,whole,170
pearl barley boiled,35,71.4,17.0,11.5,2.2,minimally_processed,149
supreme pizza regular crust,56,26.6,3.5,14.9,16.3,processed,110
spaghetti pasta cooked,51,26.9,2.3,4.9,1.4,processed,152
deli turkey smoked,0,0.5,0.0,27.0,1.4,minimally_processed,100
hemp seed unsalted,0,12.6,19.3,25.2,48.7,minimally_processed,28
sirloin beef stewed,0,0.0,0.0,22.5,22.6,minimally_processed,106
orange jam,56,71.9,1.5,0.4,0.2,processed,19
shrimp stir fry with noodles,45,28.1,4.8,22.1,8.0,processed,351
breast chicken grilled,0,0.0,0.0,20.6,7.7,minimally_processed,101
broccoli cruciferous boiled,20,6.2,2.2,2.7,0.4,whole,88
mountain trail mix,42,54.5,7.9,17.9,32.6,processed,45
chicken sausage pan-seared,1,0.7,0.0,18.3,16.6,processed,85
yellow onion,20,9.5,1.6,1.4,0.1,whole,147
cremini mushroom,20,2.6,1.6,3.0,0.4,whole,67
white onion pureed,14,8.2,1.6,1.2,0.2,whole,154
chicken fried rice white rice,58,40.8,2.7,16.0,7.1,processed,245
tricolor quinoa pilaf,54,21.6,2.7,5.0,2.0,minimally_processed,201
spinach leafy green,13,3.6,1.8,3.4,0.4,whole,30
meat lovers pizza regular crust,69,39.6,2.2,15.0,8.9,processed,110
poblano pepper pureed,15,6.2,2.2,1.2,0.3,whole,139
sweet onion boiled,17,9.0,2.3,1.1,0.2,whole,164
fish taco corn tortilla,60,27.2,3.7,13.5,8.8,processed,101
jalapeno pepper pureed,11,5.2,1.6,1.1,0.2,whole,159
scallops seafood pan-seared,0,1.0,0.0,19.0,1.2,minimally_processed,99
kale leafy green sauteed,17,2.7,2.4,3.3,0.3,whole,30
canola oil,0,0.0,0.0,0.0,100.0,minimally_processed,14
gnocchi pasta al dente,36,26.6,4.2,5.5,1.5,processed,148
acorn squash grilled,32,10.2,2.5,1.6,0.2,whole,130
black bean hummus,12,16.0,4.8,6.4,10.6,processed,65
cranberry berry frozen,27,9.6,2.6,0.7,0.6,whole,140
apple cinnamon rice cake,65,80.5,1.7,7.7,2.1,processed,8
butter lettuce leafy green grilled,15,4.9,2.7,3.1,0.6,whole,30
mussels seafood grilled,0,2.1,0.0,18.8,1.7,minimally_processed,104
braeburn apple pureed,37,13.3,3.3,0.5,0.2,whole,172
white sugar sweetener,36,78.9,0.3,0.1,0.0,processed,22
kielbasa sausage smoked,1,1.3,0.0,18.7,28.2,processed,86
button mushroom sauteed,18,2.5,1.9,3.3,0.3,whole,69
chicken taco hard shell,46,30.3,5.1,13.3,9.4,processed,92
braeburn apple frozen,31,15.8,2.7,0.5,0.2,whole,168
drumstick chicken smoked,0,0.0,0.0,31.5,8.1,minimally_processed,109
grape soda,63,6.5,0.0,0.0,0.0,ultra_processed,374
green grape frozen,45,19.9,1.1,0.7,0.2,whole,100
hazelnut nut salted,3,23.0,10.4,24.7,57.5,minimally_processed,25
pot barley steamed,26,71.7,16.0,10.7,2.5,minimally_processed,167
sausage pork poached,0,1.1,0.0,26.1,34.7,minimally_processed,101
rye bread fresh,72,54.1,4.8,8.2,3.5,processed,26
ground turkey smoked,0,0.1,0.0,30.0,7.7,minimally_processed,104
veggie burger double,59,30.8,1.8,28.0,17.5,processed,149
bell orange pepper boiled,20,4.5,1.9,1.4,0.2,whole,141
radish root vegetable pureed,38,9.9,2.0,1.1,0.3,whole,125
feta cheese,0,2.6,0.0,26.3,8.2,processed,29
western omelette,5,3.6,0.3,12.6,19.1,minimally_processed,113
sesame seed,1,14.7,8.6,18.6,40.9,minimally_processed,25
tenderloin pork braised,0,1.9,0.0,23.1,12.3,processed,96
bell green pepper boiled,15,6.3,2.3,1.2,0.3,whole,154
salmon fish grilled,0,0.0,0.0,25.5,10.9,minimally_processed,104
black bean refried,25,26.4,9.3,7.3,0.4,minimally_processed,160
peanut oil,0,0.0,0.0,0.0,100.0,minimally_processed,14
veggie burger single,53,37.0,1.8,29.0,22.4,processed,151
mini pretzel,76,72.0,2.6,9.4,12.4,processed,28
enoki mushroom boiled,15,2.4,1.7,2.8,0.5,whole,65
parsnip root vegetable steamed,43,10.2,2.2,1.3,0.2,whole,133
cheddar rice cake,61,86.5,1.6,7.2,2.0,processed,9
reuben sandwich on white,63,48.0,6.0,20.5,21.3,processed,141
cappuccino coffee with cream,18,10.2,0.0,3.1,0.8,minimally_processed,254
macadamia nut roasted,0,11.5,3.2,23.2,40.9,minimally_processed,25
soba noodle dish with broth,53,52.2,3.2,14.0,11.5,processed,336
spaghetti squash grilled,63,8.9,2.3,1.6,0.2,whole,115
decaf coffee with milk,26,7.2,0.0,1.8,0.7,minimally_processed,258
tenderloin beef braised,0,0.0,0.0,23.9,23.2,minimally_processed,107
trout fish pan-seared,0,0.0,0.0,29.6,6.5,minimally_processed,98
reuben sandwich wrap,45,51.7,5.3,26.7,19.8,processed,136
beet juice fresh,41,13.3,0.3,1.6,0.2,processed,266
russet potato baked,78,22.2,3.0,2.8,9.0,processed,141
ricotta cheese,0,1.0,0.0,20.4,7.0,processed,26
green lentil refried,25,20.7,7.9,9.0,0.4,minimally_processed,201
mcintosh apple baked,34,15.6,2.8,0.2,0.3,whole,173
gooseberry berry frozen,53,13.2,2.9,0.9,0.6,whole,132
roast beef pan-seared,0,0.0,0.0,24.8,7.2,minimally_processed,93
steel cut oats cooked,52,67.5,10.8,15.6,6.7,minimally_processed,85
steak beef stewed,0,0.0,0.0,26.1,24.2,minimally_processed,96
whole chicken smoked,0,0.0,0.0,26.9,2.7,minimally_processed,91
silken tofu grilled,7,1.7,1.4,8.4,4.1,processed,96
concord grape frozen,51,16.9,1.0,0.7,0.2,whole,91
red onion sauteed,19,7.6,2.0,1.4,0.1,whole,156
butternut squash roasted,62,3.8,1.4,1.9,0.2,whole,125
chai tea unsweetened,0,5.1,0.0,0.5,0.0,minimally_processed,235
scallops seafood baked,0,0.2,0.0,21.2,0.4,minimally_processed,96
extra firm tofu fried,14,1.8,1.1,11.0,6.0,processed,90
sweet onion steamed,19,9.5,1.5,1.0,0.2,whole,158
tenderloin beef pan-seared,0,0.0,0.0,21.6,21.5,minimally_processed,100
pomegranate juice from concentrate,65,12.4,0.4,0.7,0.1,processed,229
oyster mushroom pickled,14,3.8,1.1,2.4,0.3,whole,72
silken tofu fried,4,2.3,1.1,10.2,4.8,processed,102
almond croissant,64,49.3,2.7,8.1,22.5,processed,53
vanilla cake,64,59.5,0.6,6.1,28.5,processed,87
deli turkey baked,0,0.1,0.0,28.0,4.4,minimally_processed,102
penne pasta al dente,50,25.3,2.8,4.5,1.8,processed,149
button mushroom steamed,15,2.6,1.9,2.4,0.5,whole,73
braeburn apple canned,31,14.7,3.5,0.2,0.2,whole,164
shrimp seafood smoked,0,2.8,0.0,20.8,1.1,minimally_processed,90
white tea unsweetened,3,1.7,0.0,0.5,0.0,minimally_processed,236
black bean cooked,37,24.0,8.5,7.2,1.0,minimally_processed,167
braeburn apple stewed,34,15.0,3.0,0.4,0.1,whole,175
chocolate chip cookie,57,69.8,1.6,6.2,21.0,ultra_processed,26
brown rice pilaf,107,21.8,1.7,3.2,0.3,processed,148
butterscotch pudding,70,18.5,0.2,4.0,6.5,processed,106
apricot canned fruit in juice,47,21.2,1.5,0.5,0.0,processed,123
kale leafy green grilled,10,3.7,1.8,3.3,0.6,whole,28
whole chicken roasted,0,0.0,0.0,20.5,3.5,minimally_processed,102
unsalted peanut,15,16.8,8.4,25.0,51.0,minimally_processed,25
cod fish smoked,0,0.0,0.0,29.2,14.5,minimally_processed,96
spaghetti squash steamed,58,10.2,3.0,1.5,0.2,whole,135
ground lean beef pan-seared,0,0.0,0.0,24.6,7.2,minimally_processed,93
firm tofu,8,1.4,1.0,11.8,4.7,processed,107
pistachio nut,6,10.7,5.3,22.8,64.6,minimally_processed,26
1% milk,35,7.1,1.1,5.3,0.8,minimally_processed,246
garbanzo bean cooked,29,24.8,7.2,9.4,1.4,minimally_processed,158
carnitas taco corn tortilla,58,33.0,4.5,23.0,14.7,processed,93
bean burrito whole wheat tortilla,60,58.6,6.8,31.6,20.6,processed,257
braeburn apple dried,38,15.3,2.1,0.5,0.2,whole,186
pecan nut roasted,15,23.9,7.6,17.6,46.3,minimally_processed,29
veggie sandwich on rye,63,52.2,3.6,19.9,18.6,processed,145
red onion boiled,16,8.6,2.3,1.3,0.2,whole,164
cod fish stewed,0,0.0,0.0,19.3,3.4,minimally_processed,97
pecan pie,66,52.5,3.8,3.9,16.1,processed,117
clementine orange,46,12.7,2.5,1.2,0.2,whole,142
mozzarella cheese,0,1.2,0.0,16.9,4.7,processed,29
granny smith apple dried,34,12.8,2.4,0.4,0.3,whole,171
trout fish poached,0,0.0,0.0,22.5,12.8,minimally_processed,107
passion fruit tropical fruit,65,14.3,3.3,1.0,0.2,whole,164
cabbage cruciferous grilled,15,4.3,3.0,3.1,0.4,whole,90
center cut bacon baked,0,0.0,0.0,31.2,47.0,processed,15
tangerine orange canned,45,12.8,3.0,0.9,0.1,whole,120
fettuccine pasta overcooked,36,24.2,2.5,4.7,1.7,processed,147
mussels seafood baked,0,2.2,0.0,23.9,0.8,minimally_processed,99
white pasta overcooked,46,21.1,2.8,5.4,0.9,processed,137
black bean soup homemade,30,18.2,4.6,3.9,5.4,processed,259
overripe banana dried,60,22.7,2.6,1.1,0.2,whole,109
denver omelette,0,2.2,0.5,15.1,18.8,minimally_processed,115
walnut nut roasted,11,19.0,5.0,17.6,50.0,minimally_processed,30
plain tempeh baked,9,9.9,0.0,20.3,11.5,processed,100
pork spring roll fried,64,20.5,2.0,7.1,5.8,processed,82
vegetable spring roll fried,68,25.3,2.0,9.3,16.0,processed,92
ground lean beef baked,0,0.0,0.0,26.2,16.7,minimally_processed,107
white quinoa pilaf,52,20.4,2.6,4.6,2.1,minimally_processed,166
bacon pork grilled,0,0.9,0.0,22.2,13.3,minimally_processed,100
bell green pepper steamed,13,5.7,2.1,1.2,0.3,whole,135
chicken stir fry with noodles,46,35.2,4.6,20.1,7.7,processed,326
chop pork baked,0,0.7,0.0,20.9,20.9,minimally_processed,90
kale leafy green,13,3.8,2.4,2.8,0.4,whole,30
chicken sausage smoked,8,4.1,0.0,18.9,17.7,processed,79
brown rice steamed,72,28.7,1.2,3.0,0.8,processed,171
bratwurst sausage braised,15,2.6,0.0,20.8,32.5,processed,88
sausage pork roasted,0,1.4,0.0,22.4,22.9,processed,97
bean chips baked,52,60.0,7.4,9.2,27.9,ultra_processed,29
bell green pepper,12,6.6,2.3,1.2,0.4,whole,146
leek onion roasted,17,8.4,2.4,1.1,0.1,whole,156
brown sugar sweetener,73,92.7,0.7,0.5,0.0,minimally_processed,20
oatmeal cereal with milk,42,62.3,8.9,9.5,8.0,processed,29
scotch barley pilaf,27,74.2,17.6,11.4,2.2,minimally_processed,154
center cut bacon crispy,0,0.1,0.0,28.3,38.3,processed,16
button mushroom roasted,16,2.3,1.9,3.1,0.2,whole,65
kimchi instant noodle pack,67,54.2,3.5,8.5,17.2,ultra_processed,79
cheese pizza thin crust,67,34.9,3.5,14.5,16.6,processed,103
red delicious apple dried,30,14.0,2.8,0.3,0.2,whole,182
apricot jam,55,70.7,0.8,0.3,0.1,processed,19
whole chicken baked,0,0.0,0.0,23.5,12.7,minimally_processed,94
turkey sausage braised,6,2.7,0.0,15.6,21.7,processed,88
loin pork pan-seared,0,1.6,0.0,24.1,10.0,processed,100
strawberry berry,30,11.8,7.7,0.9,0.5,whole,148
cherry pie,51,52.6,1.3,3.1,13.2,processed,120
chicken sausage grilled,14,2.7,0.0,20.1,27.9,processed,89
scallion onion sauteed,16,8.4,1.7,1.1,0.2,whole,146
iceberg leafy green roasted,14,4.1,1.6,2.4,0.4,whole,30
salmon fish smoked,0,0.0,0.0,26.3,5.6,minimally_processed,91
gooseberry berry dried,36,7.6,3.3,1.5,0.6,whole,154
kabocha squash,38,11.4,1.3,1.6,0.3,whole,120
braeburn apple baked,36,14.2,2.3,0.2,0.2,whole,180
bell red pepper,14,5.4,1.9,1.1,0.4,whole,155
kimchi instant noodle cup,57,47.1,2.2,12.3,18.5,ultra_processed,81
breast chicken smoked,0,0.0,0.0,25.4,14.6,minimally_processed,99
red potato baked,75,20.5,3.3,2.2,1.9,processed,162
kabocha squash pureed,56,3.1,2.1,1.3,0.3,whole,121
tomato juice canned,40,12.0,0.2,1.5,0.2,processed,240
kielbasa sausage roasted,15,0.7,0.0,17.3,30.9,processed,87
yukon gold potato steamed,87,21.4,2.9,2.6,3.3,whole,150
thigh turkey poached,0,0.1,0.0,29.4,6.4,minimally_processed,99
tuna fish roasted,0,0.0,0.0,25.9,11.0,minimally_processed,107
ground regular beef stewed,0,0.0,0.0,25.5,12.6,minimally_processed,94
scallion onion pickled,16,8.5,2.2,1.3,0.2,whole,164
white onion pickled,15,9.5,1.9,1.2,0.1,whole,168
bbq chicken pizza thin crust,63,34.4,2.6,13.3,12.7,processed,110
black rice pilaf,56,29.5,1.5,2.6,0.8,processed,170
ground regular beef poached,0,0.0,0.0,20.7,5.4,minimally_processed,93
fruit cocktail fruit cup in syrup,63,16.7,1.3,0.5,0.0,processed,115
white potato roasted,81,16.4,2.3,2.2,6.4,processed,155
shallot onion boiled,15,9.3,2.0,1.4,0.2,whole,168
maple syrup sweetener,76,80.3,0.0,0.3,0.0,processed,19
pistachio nut salted,7,28.5,4.1,23.5,64.3,minimally_processed,26
turnip root vegetable grilled,48,11.2,3.6,1.2,0.1,whole,124
beef dinner frozen meal,51,37.2,5.4,12.8,10.8,processed,257
macaroni pasta overcooked,53,28.3,2.5,4.1,0.9,processed,130
walnut nut salted,19,22.8,12.4,15.8,54.1,minimally_processed,25
ground regular beef baked,0,0.0,0.0,22.0,19.2,minimally_processed,98
firm tofu grilled,0,1.6,1.2,9.3,4.1,processed,93
spaghetti squash pickled,35,7.0,2.2,1.0,0.2,whole,132
white pasta cooked,45,20.1,2.3,4.7,1.9,processed,128
baked tofu,4,2.0,0.7,8.3,4.2,processed,91
hawaiian pizza thin crust,51,28.2,3.0,14.4,15.9,processed,109
earl grey tea hot,8,7.7,0.0,0.4,0.0,minimally_processed,250
hemp seed roasted,14,17.4,8.0,24.7,31.3,minimally_processed,30
bacon pork smoked,0,0.8,0.0,26.6,6.6,processed,107
edamame hummus,25,17.7,4.2,7.7,9.3,processed,64
raisin dried fruit,70,67.5,7.6,2.9,0.5,processed,39
turnip root vegetable,48,11.9,3.5,1.3,0.1,whole,127
iceberg leafy green pureed,13,2.5,2.2,1.6,0.4,whole,30
bell orange pepper pureed,15,4.2,2.0,1.2,0.2,whole,155
pumpernickel bread fresh,56,40.1,7.2,9.6,4.7,processed,28
chop pork stewed,0,1.2,0.0,23.7,5.9,minimally_processed,104
veggie burrito flour tortilla,50,53.8,7.9,22.9,22.8,processed,251
muesli cereal with milk,64,64.4,4.2,10.1,7.4,ultra_processed,29
pineapple tropical fruit dried,61,12.8,2.7,0.5,0.4,whole,163
red lentil cooked,32,19.4,9.0,9.0,0.4,minimally_processed,205
pineapple canned fruit in juice,64,25.8,2.2,0.3,0.2,processed,110
wing chicken pan-seared,0,0.0,0.0,31.5,13.7,minimally_processed,102
honey mustard salad dressing,20,9.4,0.1,1.6,36.7,processed,27
purple potato steamed,81,21.6,2.2,2.1,8.7,whole,141
vegetable dumpling steamed,46,27.9,1.7,10.3,15.8,processed,90
deli turkey grilled,0,0.5,0.0,30.0,2.6,minimally_processed,95
blood orange,42,12.1,2.3,1.0,0.2,whole,125
fuji apple stewed,32,13.9,2.1,0.2,0.3,whole,163
scallion onion steamed,18,7.8,1.7,1.5,0.2,whole,174
thigh turkey smoked,0,0.3,0.0,27.0,6.1,minimally_processed,99
yellow squash squash pureed,59,6.6,2.9,2.0,0.3,whole,128
oysters seafood grilled,0,0.7,0.0,17.3,2.0,minimally_processed,98
red quinoa pilaf,50,21.8,2.7,4.6,2.1,minimally_processed,168
oatmeal cereal dry,74,77.3,5.5,13.2,13.0,processed,26
red onion roasted,14,7.6,1.6,1.3,0.1,whole,147
yukon gold potato boiled,87,17.0,3.8,2.6,0.3,whole,141
yellow squash squash sauteed,51,9.2,1.0,1.9,0.2,whole,133
swiss chard leafy green boiled,17,3.6,2.2,2.0,0.3,whole,27
apple juice from concentrate,57,11.5,0.1,1.1,0.2,processed,250
crenshaw melon chilled,67,8.7,0.5,0.9,0.2,whole,159
ribeye beef smoked,0,0.0,0.0,24.6,10.2,minimally_processed,97
sirloin beef smoked,0,0.0,0.0,20.2,12.4,minimally_processed,109
macaroni pasta al dente,52,26.8,3.1,6.0,1.6,processed,145
almond milk,24,7.5,0.3,4.6,3.1,processed,266
portobello mushroom boiled,12,2.2,1.7,3.1,0.3,whole,73
shrimp curry red,53,20.5,4.6,18.3,18.3,processed,262
parsnip root vegetable roasted,39,9.9,3.1,1.3,0.2,whole,131
fava bean cooked,36,27.6,7.4,9.0,0.5,minimally_processed,172
radish root vegetable,37,11.3,2.7,1.2,0.3,whole,125
dark 70% chocolate,24,53.3,10.2,5.1,31.3,processed,30
romaine leafy green pureed,11,4.2,2.3,2.8,0.6,whole,27
chocolate cake,73,50.7,1.5,7.5,24.3,processed,77
leek onion,19,8.7,1.6,1.0,0.2,whole,144
brazil nut,3,23.1,4.1,24.3,54.6,minimally_processed,25
white potato boiled,64,21.1,3.0,2.4,7.5,processed,156
